,Date,Tmax_x,Tmin_x,Tavg_x,DewPoint_x,WetBulb_x,PrecipTotal_x,Tmax_y,Tmin_y,Tavg_y,DewPoint_y,WetBulb_y,PrecipTotal_y,05,06,07,08,09,10,day01,day02,day03,day04,day05,day06,day07,day08,day09,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31
36,2007-06-06,71,44,58.0,48,55.0,0.01,73,48,61.0,47,55.0,0.001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2007-06-07,91,71,81.0,62,69.0,0.0,92,71,82.0,61,68.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2007-06-08,81,57,69.0,53,61.0,0.0,81,63,72.0,54,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2007-06-09,79,52,66.0,47,57.0,0.0,79,57,68.0,49,58.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2007-06-10,81,55,68.0,51,59.0,0.0,81,61,71.0,50,60.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2007-06-11,86,58,72.0,52,61.0,0.0,85,65,75.0,51,61.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2007-06-12,83,62,73.0,50,60.0,0.0,82,66,74.0,51,61.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2007-06-13,87,60,74.0,53,62.0,0.0,86,68,77.0,53,62.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2007-06-14,89,64,77.0,55,64.0,0.0,89,68,79.0,54,63.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2007-06-15,91,63,77.0,56,64.0,0.0,89,67,78.0,56,65.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2007-06-16,93,66,80.0,60,67.0,0.001,92,68,80.0,61,68.0,0.001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2007-06-17,91,70,81.0,64,70.0,0.0,91,71,81.0,65,70.0,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2007-06-18,89,69,79.0,65,70.0,0.28,89,73,81.0,65,70.0,0.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2007-06-19,80,65,73.0,55,63.0,0.58,81,65,73.0,55,63.0,0.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,2007-06-20,84,61,73.0,52,61.0,0.0,85,62,74.0,50,61.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,2007-06-21,77,61,69.0,51,60.0,0.01,80,66,73.0,51,61.0,0.001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,2007-06-22,76,61,69.0,50,58.0,0.001,75,62,69.0,49,58.0,0.001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,2007-06-23,67,62,65.0,58,61.0,0.05,68,61,65.0,60,62.0,0.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54,2007-06-24,77,63,70.0,62,65.0,0.0,75,65,70.0,62,65.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,2007-06-25,89,65,77.0,66,70.0,0.0,86,67,77.0,67,70.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,2007-06-26,92,70,81.0,69,72.0,0.16,91,73,82.0,69,72.0,0.001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57,2007-06-27,91,71,81.0,70,72.0,0.15,89,71,80.0,69,72.0,0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58,2007-06-28,74,58,66.0,55,60.0,0.0,73,61,67.0,56,61.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,2007-06-29,70,56,63.0,55,59.0,0.0,71,56,64.0,56,60.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,2007-06-30,79,54,67.0,46,56.0,0.0,77,58,68.0,49,58.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,2007-07-01,75,54,65.0,52,58.0,0.0,76,61,69.0,51,59.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2007-07-02,79,53,66.0,50,58.0,0.0,77,58,68.0,50,59.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2007-07-03,83,60,72.0,57,63.0,0.4,83,63,73.0,56,63.0,0.09,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2007-07-04,86,67,77.0,65,69.0,0.16,84,67,76.0,65,69.0,0.66,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2007-07-05,89,71,80.0,60,67.0,0.0,88,70,79.0,60,67.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2007-07-06,86,66,76.0,57,64.0,0.0,84,68,76.0,57,65.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2007-07-07,90,64,77.0,63,69.0,0.0,88,68,78.0,62,68.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2007-07-08,94,75,85.0,67,72.0,0.0,93,75,84.0,67,72.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,2007-07-09,94,70,82.0,66,70.0,0.3,93,72,83.0,67,71.0,0.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2007-07-10,89,69,79.0,67,70.0,0.43,89,70,80.0,67,71.0,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2007-07-11,77,62,70.0,51,59.0,0.0,77,63,70.0,51,59.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2007-07-12,80,61,71.0,51,59.0,0.0,80,60,70.0,51,60.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2007-07-13,78,58,68.0,52,58.0,0.0,74,59,67.0,53,59.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2007-07-14,84,61,73.0,55,62.0,0.0,85,62,74.0,55,62.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2007-07-15,82,60,71.0,53,61.0,0.0,80,64,72.0,52,61.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2007-07-16,82,65,74.0,60,65.0,0.39,82,66,74.0,60,65.0,0.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2007-07-17,83,68,76.0,66,69.0,0.11,83,69,76.0,65,69.0,0.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2007-07-18,85,69,77.0,68,71.0,1.55,85,69,77.0,69,71.0,0.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2007-07-19,83,63,73.0,63,66.0,0.16,82,63,73.0,62,66.0,0.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,2007-07-20,75,58,67.0,53,59.0,0.0,74,62,68.0,52,59.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,2007-07-21,74,58,66.0,52,58.0,0.0,75,58,67.0,52,59.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82,2007-07-22,81,58,70.0,55,61.0,0.0,81,61,71.0,54,61.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83,2007-07-23,83,60,72.0,55,63.0,0.0,82,63,73.0,55,63.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,2007-07-24,82,65,74.0,58,64.0,0.0,82,65,74.0,57,64.0,0.001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85,2007-07-25,85,71,78.0,61,67.0,0.001,83,70,77.0,60,66.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86,2007-07-26,83,66,75.0,65,68.0,0.19,84,64,74.0,65,68.0,0.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2007-07-27,83,70,77.0,68,70.0,0.17,83,70,77.0,67,70.0,0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,2007-07-28,80,66,73.0,65,68.0,0.0,80,70,75.0,65,68.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,2007-07-29,85,63,74.0,57,64.0,0.0,85,67,76.0,56,64.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,2007-07-30,89,62,76.0,55,64.0,0.0,86,65,76.0,57,65.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91,2007-07-31,91,68,80.0,61,68.0,0.0,89,69,79.0,60,68.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,2007-08-01,92,69,81.0,62,69.0,0.0,91,69,80.0,63,70.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2007-08-02,91,70,81.0,66,71.0,0.0,91,73,82.0,66,72.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2007-08-03,90,69,80.0,56,66.0,0.0,88,73,81.0,58,67.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2007-08-04,81,64,73.0,58,64.0,0.03,81,68,75.0,58,65.0,0.02,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2007-08-05,88,67,78.0,71,73.0,1.43,88,68,78.0,71,72.0,0.97,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2007-08-06,88,74,81.0,72,74.0,0.26,85,75,80.0,72,74.0,0.05,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2007-08-07,91,72,82.0,73,76.0,1.31,92,73,83.0,73,76.0,0.06,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2007-08-08,87,73,80.0,71,73.0,0.06,87,74,81.0,72,74.0,0.09,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2007-08-09,84,72,78.0,71,73.0,0.05,85,73,79.0,71,73.0,0.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2007-08-10,86,70,78.0,68,72.0,0.0,86,73,80.0,69,72.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2007-08-11,89,67,78.0,65,70.0,0.0,88,68,78.0,65,70.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2007-08-12,88,67,78.0,67,71.0,0.29,87,68,78.0,67,70.0,0.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2007-08-13,81,65,73.0,57,64.0,0.0,80,69,75.0,54,63.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2007-08-14,84,65,75.0,67,70.0,0.41,84,65,75.0,66,69.0,0.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2007-08-15,80,71,76.0,67,70.0,0.23,81,72,77.0,69,71.0,0.83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2007-08-16,77,65,71.0,64,67.0,0.0,77,67,72.0,65,68.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2007-08-17,79,60,70.0,54,61.0,0.0,80,65,73.0,54,62.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2007-08-18,68,59,64.0,54,58.0,0.09,69,60,65.0,54,58.0,0.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2007-08-19,68,62,65.0,62,64.0,1.33,69,62,66.0,63,64.0,1.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,2007-08-20,78,68,73.0,68,69.0,0.91,76,68,72.0,69,70.0,0.48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,2007-08-21,87,69,78.0,70,72.0,0.001,85,69,77.0,70,72.0,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
113,2007-08-22,90,69,80.0,71,73.0,0.37,90,70,80.0,70,73.0,0.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
