+FC,AddressAccuracy,AvgSpeed,BC,BL,BR,DR,DS,DU,DZ,DewPoint,FC,FG,FG+,FU,FZ,GR,GS,HZ,IC,MI,PL,PO,PR,PY,PrecipTotal,RA,ResultDir,ResultSpeed,SA,SG,SH,SN,SQ,SS,SeaLevel,StnPressure,TS,Tavg,Tmax,Tmin,UP,VA,VC,WetBulb,daylen,dist_fr_1,dist_fr_2,CULEX ERRATICUS,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,UNSPECIFIED CULEX,05,06,07,08,09,10
0.0,8,7.022055401832074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.58006155759119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.839876884817613,5.8,0.0,0.0,0.0,0.0,0.0,0.0,30.098398768848178,29.41900307787956,0.0,75.74018467277358,88.0,62.90030778795597,0.0,0.0,0.0,65.5800615575912,895.9999999999999,21.503136620178925,15.567302437141866,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,8,7.032684122775027,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.59187124752781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.81625750494439,5.800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,30.098162575049447,29.41959356237639,0.0,75.77561374258343,88.00000000000001,62.95935623763904,0.0,0.0,0.0,65.5918712475278,896.0000000000001,26.23301555923064,18.08915023071704,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,8,7.032684122775027,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.59187124752781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.81625750494439,5.800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,30.098162575049447,29.41959356237639,0.0,75.77561374258343,88.00000000000001,62.95935623763904,0.0,0.0,0.0,65.5918712475278,896.0000000000001,26.23301555923064,18.08915023071704,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0,8,7.18604098183279,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.76226775759199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.47546448481602,5.8,0.0,0.0,0.0,0.0,0.0,0.0,30.09475464484816,29.428113387879602,0.0,76.28680327277597,88.0,63.81133878795994,0.0,0.0,0.0,65.76226775759199,896.0,40.16675251708306,12.527005177680449,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,8,7.18604098183279,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.76226775759199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.47546448481602,5.8,0.0,0.0,0.0,0.0,0.0,0.0,30.09475464484816,29.428113387879602,0.0,76.28680327277597,88.0,63.81133878795994,0.0,0.0,0.0,65.76226775759199,896.0,40.16675251708306,12.527005177680449,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0,8,7.127820776163355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.697578640181504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.604842719636988,5.8,0.0,0.0,0.0,0.0,0.0,0.0,30.096048427196372,29.424878932009072,0.0,76.09273592054451,88.0,63.487893200907536,0.0,0.0,0.0,65.6975786401815,896.0,27.797427118762386,12.051022242487617,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0,9,7.208598987609614,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.78733220845512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.425335583089748,5.8,0.0,0.0,0.0,0.0,0.0,0.0,30.0942533558309,29.429366610422758,0.0,76.36199662536538,88.0,63.93666104227563,0.0,0.0,0.0,65.78733220845513,895.9999999999999,37.66539275893062,10.173870457337657,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0,8,7.226414951311735,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.80712772367971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.38574455264059,5.8,0.0,0.0,0.0,0.0,0.0,0.0,30.093857445526403,29.430356386183984,0.0,76.42138317103911,87.99999999999999,64.03563861839852,0.0,0.0,0.0,65.8071277236797,895.9999999999999,36.10806469777684,8.628429463468981,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0,8,7.226414951311735,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.80712772367971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.38574455264059,5.8,0.0,0.0,0.0,0.0,0.0,0.0,30.093857445526403,29.430356386183984,0.0,76.42138317103911,87.99999999999999,64.03563861839852,0.0,0.0,0.0,65.8071277236797,895.9999999999999,36.10806469777684,8.628429463468981,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.0,5,7.073889179605844,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.637654644006496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.724690711987012,5.8,0.0,0.0,0.0,0.0,0.0,0.0,30.097246907119867,29.421882732200327,0.0,75.91296393201948,87.99999999999999,63.18827322003248,0.0,0.0,0.0,65.63765464400649,896.0000000000001,29.045075671448007,16.50477791222983,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,5,7.073889179605844,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.637654644006496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.724690711987012,5.8,0.0,0.0,0.0,0.0,0.0,0.0,30.097246907119867,29.421882732200327,0.0,75.91296393201948,87.99999999999999,63.18827322003248,0.0,0.0,0.0,65.63765464400649,896.0000000000001,29.045075671448007,16.50477791222983,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0,8,6.790171527176681,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.322412807974096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.355174384051825,5.8,0.0,0.0,0.0,0.0,0.0,0.0,30.10355174384052,29.406120640398704,0.0,74.96723842392228,88.0,61.61206403987044,0.0,0.0,0.0,65.32241280797409,896.0000000000001,11.394692607224094,23.94724271731756,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,8,6.894287270481277,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.43809696720142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.12380606559716,5.8,0.0,0.0,0.0,0.0,0.0,0.0,30.10123806065597,29.41190484836007,0.0,75.31429090160427,88.0,62.190484836007094,0.0,0.0,0.0,65.43809696720142,895.9999999999999,20.467783876068076,26.251973183235684,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0,8,7.004451007024768,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.56050111891641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.878997762167185,5.800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,30.09878997762167,29.418025055945822,0.0,75.68150335674923,88.00000000000001,62.802505594582044,0.0,0.0,0.0,65.56050111891642,896.0000000000001,17.256702422004143,13.531286824771561,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0,8,7.205005332501947,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.783339258335495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.43332148332901,5.800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,30.09433321483329,29.42916696291678,0.0,76.35001777500649,87.99999999999999,63.91669629167749,0.0,0.0,0.0,65.7833392583355,896.0,37.422298732033376,10.350487240102604,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0,9,7.790708956824643,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.61858208635071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3627873129526069,1.0,4.2371641727014255,5.581417913649288,0.0,0.0,0.0,0.0,0.0,0.0,29.78618582086351,29.12288507481896,0.0,56.38141791364929,63.61858208635072,48.52567165459715,0.0,0.0,0.0,51.38141791364929,906.0,11.822003611253361,19.172879398157818,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,9,7.790708956824643,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.61858208635071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3627873129526069,1.0,4.2371641727014255,5.581417913649288,0.0,0.0,0.0,0.0,0.0,0.0,29.78618582086351,29.12288507481896,0.0,56.38141791364929,63.61858208635072,48.52567165459715,0.0,0.0,0.0,51.38141791364929,906.0,11.822003611253361,19.172879398157818,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,9,7.790708956824643,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.61858208635071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3627873129526069,1.0,4.2371641727014255,5.581417913649288,0.0,0.0,0.0,0.0,0.0,0.0,29.78618582086351,29.12288507481896,0.0,56.38141791364929,63.61858208635072,48.52567165459715,0.0,0.0,0.0,51.38141791364929,906.0,11.822003611253361,19.172879398157818,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,8,7.749334815086456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.70133036982708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37519955547406275,1.0,4.402660739654169,5.498669630172916,0.0,0.0,0.0,0.0,0.0,0.0,29.78701330369827,29.117920177810376,0.0,56.298669630172924,63.70133036982708,48.19467852069166,0.0,0.0,0.0,51.29866963017291,906.0,9.261594960896304,21.74790190537127,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,8,7.749334815086456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.70133036982708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37519955547406275,1.0,4.402660739654169,5.498669630172916,0.0,0.0,0.0,0.0,0.0,0.0,29.78701330369827,29.117920177810376,0.0,56.298669630172924,63.70133036982708,48.19467852069166,0.0,0.0,0.0,51.29866963017291,906.0,9.261594960896304,21.74790190537127,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,8,7.892913048665541,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.41417390266892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33212608540033756,1.0,3.828347805337834,5.785826097331084,0.0,0.0,0.0,0.0,0.0,0.0,29.784141739026694,29.135149565839868,0.0,56.585826097331086,63.41417390266892,49.34330438932433,0.0,0.0,0.0,51.58582609733108,906.0,23.553810719623637,16.652337191728385,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,8,7.892913048665541,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.41417390266892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33212608540033756,1.0,3.828347805337834,5.785826097331084,0.0,0.0,0.0,0.0,0.0,0.0,29.784141739026694,29.135149565839868,0.0,56.585826097331086,63.41417390266892,49.34330438932433,0.0,0.0,0.0,51.58582609733108,906.0,23.553810719623637,16.652337191728385,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,8,7.892913048665541,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.41417390266892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33212608540033756,1.0,3.828347805337834,5.785826097331084,0.0,0.0,0.0,0.0,0.0,0.0,29.784141739026694,29.135149565839868,0.0,56.585826097331086,63.41417390266892,49.34330438932433,0.0,0.0,0.0,51.58582609733108,906.0,23.553810719623637,16.652337191728385,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,8,7.922498880353122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.35500223929375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32325033589406343,1.0,3.7100044785875124,5.844997760706244,0.0,0.0,0.0,0.0,0.0,0.0,29.78355002239294,29.138699865642373,0.0,56.64499776070625,63.35500223929375,49.57999104282498,0.0,0.0,0.0,51.64499776070625,906.0,25.817124865405756,14.209564277107159,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,8,7.945543988688818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.30891202262236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31633680339335435,1.0,3.617824045244725,5.891087977377637,0.0,0.0,0.0,0.0,0.0,0.0,29.783089120226222,29.141465278642656,0.0,56.691087977377634,63.30891202262235,49.764351909510545,0.0,0.0,0.0,51.69108797737763,905.9999999999998,27.136705000277686,12.129938160335623,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,8,7.945543988688818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.30891202262236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31633680339335435,1.0,3.617824045244725,5.891087977377637,0.0,0.0,0.0,0.0,0.0,0.0,29.783089120226222,29.141465278642656,0.0,56.691087977377634,63.30891202262235,49.764351909510545,0.0,0.0,0.0,51.69108797737763,905.9999999999998,27.136705000277686,12.129938160335623,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,8,7.945543988688818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.30891202262236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31633680339335435,1.0,3.617824045244725,5.891087977377637,0.0,0.0,0.0,0.0,0.0,0.0,29.783089120226222,29.141465278642656,0.0,56.691087977377634,63.30891202262235,49.764351909510545,0.0,0.0,0.0,51.69108797737763,905.9999999999998,27.136705000277686,12.129938160335623,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,8,7.917599160869817,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.36480167826036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32472025173905456,1.0,3.7296033565207285,5.835198321739636,0.0,0.0,0.0,0.0,0.0,0.0,29.783648016782603,29.138111899304374,0.0,56.63519832173963,63.364801678260356,49.54079328695854,0.0,0.0,0.0,51.63519832173963,906.0,25.50959562110453,14.650453214101239,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,8,7.890030778795596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.41993844240881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3329907663613209,1.0,3.8398768848176124,5.7800615575911936,0.0,0.0,0.0,0.0,0.0,0.0,29.784199384424088,29.13480369345547,0.0,56.5800615575912,63.41993844240881,49.32024623036477,0.0,0.0,0.0,51.58006155759119,906.0000000000001,21.503136620178925,15.567302437141866,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,8,7.890030778795596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.41993844240881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3329907663613209,1.0,3.8398768848176124,5.7800615575911936,0.0,0.0,0.0,0.0,0.0,0.0,29.784199384424088,29.13480369345547,0.0,56.5800615575912,63.41993844240881,49.32024623036477,0.0,0.0,0.0,51.58006155759119,906.0000000000001,21.503136620178925,15.567302437141866,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,8,7.895935623763904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.408128752472194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33121931287082895,1.0,3.8162575049443856,5.791871247527808,0.0,0.0,0.0,0.0,0.0,0.0,29.78408128752472,29.13551227485167,0.0,56.591871247527806,63.4081287524722,49.367484990111244,0.0,0.0,0.0,51.59187124752781,906.0000000000001,26.23301555923064,18.08915023071704,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,8,7.981133878795995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.237732242408015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056598363612014,1.0,3.4754644848160194,5.962267757591991,0.0,0.0,0.0,0.0,0.0,0.0,29.78237732242408,29.14573606545552,0.0,56.76226775759199,63.237732242408015,50.04907103036796,0.0,0.0,0.0,51.76226775759199,905.9999999999999,40.16675251708306,12.527005177680449,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,9,7.993666104227563,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.21266779154487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301900168731731,1.0,3.4253355830897463,5.987332208455127,0.0,0.0,0.0,0.0,0.0,0.0,29.78212667791545,29.147239932507308,0.0,56.787332208455126,63.212667791544874,50.149328833820505,0.0,0.0,0.0,51.78733220845513,906.0,37.66539275893062,10.173870457337657,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,8,8.003563861839853,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.19287227632029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29893084144804394,1.0,3.385744552640586,6.007127723679707,0.0,0.0,0.0,0.0,0.0,0.0,29.781928722763205,29.14842766342078,0.0,56.807127723679706,63.1928722763203,50.22851089471883,0.0,0.0,0.0,51.80712772367971,906.0,36.10806469777684,8.628429463468981,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,8,8.003563861839853,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.19287227632029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29893084144804394,1.0,3.385744552640586,6.007127723679707,0.0,0.0,0.0,0.0,0.0,0.0,29.781928722763205,29.14842766342078,0.0,56.807127723679706,63.1928722763203,50.22851089471883,0.0,0.0,0.0,51.80712772367971,906.0,36.10806469777684,8.628429463468981,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,8,8.003563861839853,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.19287227632029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29893084144804394,1.0,3.385744552640586,6.007127723679707,0.0,0.0,0.0,0.0,0.0,0.0,29.781928722763205,29.14842766342078,0.0,56.807127723679706,63.1928722763203,50.22851089471883,0.0,0.0,0.0,51.80712772367971,906.0,36.10806469777684,8.628429463468981,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.0,8,7.761206403987044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.67758719202592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37163807880388683,1.0,4.355174384051824,5.522412807974089,0.0,0.0,0.0,0.0,0.0,0.0,29.786775871920263,29.119344768478445,0.0,56.32241280797409,63.67758719202592,48.28965123189636,0.0,0.0,0.0,51.32241280797409,906.0000000000001,11.394692607224094,23.94724271731756,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,8,7.761206403987044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.67758719202592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37163807880388683,1.0,4.355174384051824,5.522412807974089,0.0,0.0,0.0,0.0,0.0,0.0,29.786775871920263,29.119344768478445,0.0,56.32241280797409,63.67758719202592,48.28965123189636,0.0,0.0,0.0,51.32241280797409,906.0000000000001,11.394692607224094,23.94724271731756,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,8,7.880250559458205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.439498881083594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33592483216253866,1.0,3.8789977621671827,5.76050111891641,0.0,0.0,0.0,0.0,0.0,0.0,29.784394988810835,29.133630067134987,0.0,56.56050111891641,63.4394988810836,49.24200447566563,0.0,0.0,0.0,51.56050111891641,906.0,17.256702422004143,13.531286824771561,0,0,0,1,0,0,0,0,0,1,0,0,0,0
